"","TowID","StationID","TowNum","TowTime","Tide","BottomDepth","CableOut","Duration"
"61",489,226,3,1899-12-30 09:03:00,"2",10,50,10
"62",490,226,1,1899-12-30 08:31:00,"2",10,50,10
"63",491,227,1,1899-12-30 07:18:00,"2",20,100,10
"64",492,227,2,1899-12-30 07:36:00,"2",20,100,10
"65",493,227,3,1899-12-30 07:54:00,"2",20,100,10
"66",494,228,3,1899-12-30 08:05:00,"4",15,100,10
"67",495,228,1,1899-12-30 07:34:00,"4",15,100,10
"68",496,228,2,1899-12-30 07:52:00,"4",15,100,10
"69",497,229,3,1899-12-30 09:00:00,"4",11,50,10
"70",498,229,1,1899-12-30 08:30:00,"4",11,50,10
"71",499,229,2,1899-12-30 08:50:00,"4",11,50,10
"72",500,230,1,1899-12-30 09:30:00,"4",56,225,10
"73",501,230,2,1899-12-30 09:48:00,"4",56,225,10
"74",502,230,3,1899-12-30 10:05:00,"4",56,225,10
"75",503,231,1,1899-12-30 12:52:00,"4",34,200,10
"76",504,231,2,1899-12-30 13:17:00,"4",34,200,10
"77",505,231,3,1899-12-30 13:38:00,"4",34,200,10
"78",506,232,1,1899-12-30 11:00:00,"4",28,150,10
"79",507,232,2,1899-12-30 11:16:00,"4",28,150,10
"80",508,232,3,1899-12-30 11:30:00,"4",28,150,10
"81",509,233,1,1899-12-30 14:06:00,"4",30,175,10
"82",510,233,2,1899-12-30 14:23:00,"4",30,175,10
"83",511,233,3,1899-12-30 14:38:00,"4",30,175,10
"84",512,234,1,1899-12-30 11:50:00,"4",10,75,10
"85",513,234,2,1899-12-30 12:08:00,"4",10,75,10
"86",514,234,3,1899-12-30 12:23:00,"4",10,75,10
"87",515,235,3,1899-12-30 15:33:00,"4",39,225,10
"88",516,235,2,1899-12-30 15:17:00,"4",39,225,10
"89",517,235,1,1899-12-30 15:03:00,"4",39,225,5
"90",518,236,2,1899-12-30 07:23:00,"4",50,225,10
"91",519,236,3,1899-12-30 07:37:00,"4",50,225,10
"92",520,236,1,1899-12-30 07:08:00,"4",50,225,10
"93",521,237,1,1899-12-30 08:09:00,"1",25,150,10
"94",522,237,2,1899-12-30 08:24:00,"1",25,150,10
"95",523,237,3,1899-12-30 08:39:00,"1",25,150,10
"96",524,238,3,1899-12-30 12:48:00,"2",20,125,10
"97",525,238,1,1899-12-30 12:20:00,"4",20,125,10
"98",526,238,2,1899-12-30 12:34:00,"2",20,125,10
"99",527,239,3,1899-12-30 13:40:00,"2",30,175,10
"100",528,239,1,1899-12-30 13:13:00,"2",30,175,10
"101",529,239,2,1899-12-30 13:27:00,"2",30,175,10
"102",530,240,1,1899-12-30 11:23:00,"4",20,125,10
"103",531,240,2,1899-12-30 11:44:00,"4",20,125,10
"104",532,241,1,1899-12-30 09:06:00,"4",25,150,10
"105",533,241,2,1899-12-30 09:21:00,"4",25,150,10
"106",534,241,3,1899-12-30 09:37:00,"4",25,150,10
"107",535,242,3,1899-12-30 10:41:00,"4",20,125,10
"108",536,242,2,1899-12-30 10:27:00,"4",20,125,10
"109",537,242,1,1899-12-30 10:13:00,"4",20,125,10
"110",538,243,2,1899-12-30 09:12:00,"4",10,75,10
"111",539,243,3,1899-12-30 09:25:00,"2",10,75,10
"112",540,243,1,1899-12-30 08:57:00,"4",10,75,10
"113",541,244,1,1899-12-30 08:03:00,"4",20,125,10
"114",542,244,2,1899-12-30 08:18:00,"4",20,125,10
"115",543,244,3,1899-12-30 08:35:00,"4",20,125,10
"116",544,245,3,1899-12-30 07:25:00,"4",40,225,10
"117",545,245,1,1899-12-30 06:52:00,"4",40,225,10
"118",546,245,2,1899-12-30 07:08:00,"4",40,225,10
"119",547,246,3,1899-12-30 12:10:00,"2",12,75,10
"120",548,246,1,1899-12-30 11:39:00,"2",12,75,10
"121",549,246,2,1899-12-30 11:53:00,"2",12,75,10
"122",550,247,1,1899-12-30 10:25:00,"2",10,75,10
"123",551,247,2,1899-12-30 10:58:00,"2",10,75,10
"124",552,247,3,1899-12-30 11:05:00,"2",10,75,10
"125",553,248,3,1899-12-30 11:08:00,"2",37,200,10
"126",554,248,1,1899-12-30 10:39:00,"2",37,200,10
"127",555,248,2,1899-12-30 10:54:00,"2",37,200,10
"128",556,249,3,1899-12-30 12:13:00,"2",25,150,10
"129",557,249,2,1899-12-30 11:58:00,"2",25,150,10
"130",558,249,1,1899-12-30 11:43:00,"2",25,150,10
"131",559,250,1,1899-12-30 08:06:00,"4",48,225,10
"132",560,250,2,1899-12-30 08:21:00,"4",48,225,10
"133",561,250,3,1899-12-30 08:34:00,"4",48,225,10
"134",562,251,1,1899-12-30 09:30:00,"4",10,75,10
"135",563,251,2,1899-12-30 09:45:00,"4",10,75,10
"136",564,251,3,1899-12-30 09:59:00,"4",10,75,10
"137",565,252,2,1899-12-30 13:32:00,"2",30,200,10
"138",566,252,1,1899-12-30 13:16:00,"2",30,200,10
"139",567,253,3,1899-12-30 07:38:00,"4",20,125,10
"140",568,253,1,1899-12-30 07:12:00,"4",20,125,10
"141",569,253,2,1899-12-30 07:25:00,"4",20,125,10
"142",570,254,1,1899-12-30 06:07:00,"4",30,175,10
"143",571,254,2,1899-12-30 06:22:00,"4",30,175,10
"144",572,254,3,1899-12-30 06:37:00,"4",30,175,10
"145",573,255,3,1899-12-30 13:02:00,"2",16,100,10
"146",574,255,1,1899-12-30 12:35:00,"2",16,100,10
"147",575,255,2,1899-12-30 12:49:00,"2",16,100,10
"148",576,256,3,1899-12-30 12:05:00,"2",30,175,10
"149",577,256,2,1899-12-30 11:48:00,"2",30,175,10
"150",578,256,1,1899-12-30 11:34:00,"2",30,175,10
"151",579,257,1,1899-12-30 10:24:00,"4",6,75,10
"152",580,257,2,1899-12-30 10:38:00,"4",6,75,10
"153",581,257,3,1899-12-30 10:54:00,"4",6,75,10
"154",582,258,1,1899-12-30 09:13:00,"4",20,125,10
"155",583,258,2,1899-12-30 09:28:00,"4",20,125,10
"156",584,258,3,1899-12-30 09:42:00,"4",20,125,10
"157",585,259,1,1899-12-30 07:49:00,"4",30,175,10
"158",586,259,2,1899-12-30 08:03:00,"4",30,175,10
"159",587,259,3,1899-12-30 08:18:00,"4",30,175,10
"160",588,260,1,1899-12-30 06:24:00,"2",12,75,10
"161",589,260,2,1899-12-30 06:40:00,"2",12,75,10
"162",590,260,3,1899-12-30 06:55:00,"2",12,75,10
"163",591,261,1,1899-12-30 08:47:00,"4",15,75,10
"164",592,261,2,1899-12-30 09:00:00,"4",15,75,10
"165",593,261,3,1899-12-30 09:14:00,"4",15,75,10
"166",594,262,2,1899-12-30 09:49:00,"4",10,75,10
"167",595,262,1,1899-12-30 09:33:00,"4",10,75,10
"168",596,263,1,1899-12-30 10:08:00,"4",12,75,10
"169",597,263,2,1899-12-30 10:22:00,"4",12,75,10
"170",598,264,1,1899-12-30 10:43:00,"4",15,100,10
"171",599,264,2,1899-12-30 10:58:00,"4",15,100,10
"172",600,264,3,1899-12-30 11:12:00,"4",15,100,10
"173",601,265,1,1899-12-30 11:48:00,"1",30,175,10
"174",602,265,2,1899-12-30 12:01:00,"1",30,175,10
"175",603,265,3,1899-12-30 12:15:00,"1",30,175,10
"176",604,266,2,1899-12-30 13:07:00,"1",43,225,10
"177",605,266,3,1899-12-30 13:21:00,"1",43,225,10
"178",606,266,1,1899-12-30 12:49:00,"1",43,225,10
"179",607,267,2,1899-12-30 15:25:00,"4",37,225,10
"180",608,267,3,1899-12-30 15:40:00,"4",37,225,10
"181",609,267,1,1899-12-30 15:10:00,"4",37,225,10
"182",610,268,1,1899-12-30 13:43:00,"4",34,225,10
"183",611,268,2,1899-12-30 13:57:00,"4",34,225,10
"184",612,268,3,1899-12-30 14:48:00,"4",34,225,10
"185",613,269,3,1899-12-30 13:16:00,"4",30,175,10
"186",614,269,1,1899-12-30 12:46:00,"4",30,175,10
"187",615,269,2,1899-12-30 13:01:00,"4",30,175,10
"188",616,270,3,1899-12-30 12:13:00,"3",11,75,10
"189",617,270,2,1899-12-30 11:58:00,"3",11,75,10
"190",618,270,1,1899-12-30 11:45:00,"3",11,75,10
"191",619,271,1,1899-12-30 10:37:00,"2",21,125,5
"192",620,271,2,1899-12-30 10:47:00,"2",21,125,5
"193",621,271,3,1899-12-30 10:57:00,"2",21,125,5
"194",622,272,1,1899-12-30 09:37:00,"2",16,100,10
"195",623,272,2,1899-12-30 09:52:00,"2",16,100,10
"196",624,272,3,1899-12-30 10:07:00,"2",16,100,10
"197",625,273,1,1899-12-30 08:37:00,"2",37,225,10
"198",626,273,2,1899-12-30 08:52:00,"2",37,225,10
"199",627,273,3,1899-12-30 09:08:00,"2",37,225,10
"200",628,274,1,1899-12-30 07:28:00,"2",21,125,10
"201",629,274,2,1899-12-30 07:42:00,"2",21,125,10
"202",630,274,3,1899-12-30 07:57:00,"2",21,125,10
"203",631,275,1,1899-12-30 05:30:00,"4",44,225,10
"204",632,275,2,1899-12-30 05:46:00,"4",44,225,10
"205",633,275,3,1899-12-30 06:00:00,"4",44,225,10
"206",634,276,3,1899-12-30 07:25:00,"4",25,150,10
"207",635,276,2,1899-12-30 07:12:00,"4",25,150,10
"208",636,276,1,1899-12-30 06:58:00,"4",25,150,10
"209",637,277,2,1899-12-30 13:37:00,"2",30,175,10
"210",638,277,3,1899-12-30 13:52:00,"2",30,175,10
"211",639,277,1,1899-12-30 13:22:00,"2",30,175,10
"212",640,278,1,1899-12-30 14:40:00,"2",35,225,10
"213",641,278,2,1899-12-30 14:55:00,"2",35,225,10
"214",642,278,3,1899-12-30 15:08:00,"2",35,225,10
"215",643,279,3,1899-12-30 12:25:00,"2",20,125,10
"216",644,279,1,1899-12-30 11:56:00,"4",20,125,10
"217",645,279,2,1899-12-30 12:10:00,"2",20,125,10
"218",646,280,3,1899-12-30 08:47:00,"4",30,175,10
"219",647,280,1,1899-12-30 08:19:00,"4",30,175,10
"220",648,280,2,1899-12-30 08:32:00,"4",30,175,10
"221",649,281,1,1899-12-30 09:48:00,"4",25,150,10
"222",650,281,2,1899-12-30 10:03:00,"4",25,150,10
"223",651,281,3,1899-12-30 10:15:00,"4",25,150,10
"224",652,282,1,1899-12-30 12:09:00,"2",30,175,10
"225",653,282,2,1899-12-30 12:23:00,"2",30,175,10
"226",654,282,3,1899-12-30 12:37:00,"2",30,175,10
"227",655,283,1,1899-12-30 11:14:00,"2",30,175,10
"228",656,283,2,1899-12-30 11:28:00,"2",30,175,10
"229",657,283,3,1899-12-30 11:42:00,"2",30,175,10
"230",658,284,1,1899-12-30 10:28:00,"1",30,175,10
"231",659,284,2,1899-12-30 10:41:00,"1",30,175,10
"232",660,285,1,1899-12-30 08:55:00,"4",20,125,5
"233",661,285,2,1899-12-30 09:10:00,"4",20,125,5
"234",662,285,3,1899-12-30 09:20:00,"4",20,125,5
"235",663,286,3,1899-12-30 08:08:00,"4",14,100,10
"236",664,286,1,1899-12-30 07:41:00,"4",14,100,10
"237",665,286,2,1899-12-30 07:55:00,"4",14,100,10
"238",666,287,3,1899-12-30 06:54:00,"3",35,200,10
"239",667,287,1,1899-12-30 06:26:00,"4",35,200,10
"240",668,287,2,1899-12-30 06:40:00,"3",35,200,10
"241",669,288,1,1899-12-30 05:10:00,"2",17,100,10
"242",670,288,2,1899-12-30 05:23:00,"2",17,100,10
"243",671,288,3,1899-12-30 05:40:00,"2",17,100,10
"244",672,289,1,1899-12-30 10:23:00,"4",25,150,10
"245",673,289,2,1899-12-30 10:37:00,"1",25,150,10
"246",674,289,3,1899-12-30 10:53:00,"1",25,150,10
"247",675,290,1,1899-12-30 11:22:00,"2",25,150,10
"248",676,290,2,1899-12-30 11:38:00,"2",25,150,10
"249",677,290,3,1899-12-30 11:52:00,"2",25,150,10
"250",678,291,1,1899-12-30 07:41:00,"4",57,225,10
"251",679,291,2,1899-12-30 07:55:00,"4",57,225,10
"252",680,291,3,1899-12-30 08:09:00,"4",57,225,10
"253",681,292,1,1899-12-30 12:50:00,"2",30,175,10
"254",682,292,2,1899-12-30 13:04:00,"2",30,175,10
"255",683,292,3,1899-12-30 13:18:00,"2",30,175,10
"256",684,293,2,1899-12-30 07:00:00,"4",23,150,10
"257",685,293,3,1899-12-30 07:16:00,"4",23,150,10
"258",686,293,1,1899-12-30 06:46:00,"4",23,150,10
"259",687,294,2,1899-12-30 06:03:00,"4",30,175,10
"260",688,294,3,1899-12-30 06:15:00,"4",30,175,10
"261",689,294,1,1899-12-30 05:49:00,"4",30,175,10
"262",690,295,1,1899-12-30 12:10:00,"2",19,100,10
"263",691,295,2,1899-12-30 12:23:00,"2",19,100,10
"264",692,295,3,1899-12-30 12:37:00,"2",19,100,10
"265",693,296,3,1899-12-30 11:37:00,"1",30,175,10
"266",694,296,1,1899-12-30 11:10:00,"4",30,175,10
"267",695,296,2,1899-12-30 11:23:00,"1",30,175,10
"268",696,297,3,1899-12-30 10:27:00,"4",7,75,10
"269",697,297,2,1899-12-30 10:12:00,"4",7,75,10
"270",698,297,1,1899-12-30 09:58:00,"4",7,75,10
"271",699,298,1,1899-12-30 08:47:00,"4",25,150,10
"272",700,298,2,1899-12-30 09:00:00,"4",25,150,10
"273",701,298,3,1899-12-30 09:14:00,"4",25,150,10
"274",702,299,1,1899-12-30 07:20:00,"4",25,150,10
"275",703,299,2,1899-12-30 07:35:00,"4",25,150,10
"276",704,299,3,1899-12-30 07:50:00,"4",25,150,10
"277",705,300,1,1899-12-30 06:00:00,"4",10,75,10
"278",706,300,2,1899-12-30 06:13:00,"4",10,75,10
"279",707,300,3,1899-12-30 06:27:00,"4",10,75,10
"280",708,301,1,1899-12-30 05:50:00,"2",10,75,10
"281",709,301,2,1899-12-30 06:03:00,"2",10,75,10
"282",710,301,3,1899-12-30 06:15:00,"2",10,75,10
"283",711,302,1,1899-12-30 06:36:00,"4",30,175,10
"284",712,302,2,1899-12-30 06:48:00,"4",30,175,10
"285",713,303,1,1899-12-30 07:14:00,"4",25,150,10
"286",714,303,2,1899-12-30 07:26:00,"4",25,150,10
"287",715,304,1,1899-12-30 08:00:00,"4",15,100,10
"288",716,304,2,1899-12-30 08:12:00,"4",15,100,10
"289",717,304,3,1899-12-30 08:29:00,"4",15,100,10
"290",718,305,1,1899-12-30 10:00:00,"4",25,150,10
"291",719,305,2,1899-12-30 10:14:00,"4",25,150,10
"292",720,305,3,1899-12-30 10:26:00,"4",25,150,10
"293",721,306,1,1899-12-30 11:38:00,"4",39,225,10
"294",722,306,2,1899-12-30 11:51:00,"4",39,225,10
"295",723,306,3,1899-12-30 12:05:00,"4",39,225,10
"296",724,307,2,1899-12-30 13:16:00,"4",6,75,10
"297",725,307,3,1899-12-30 13:30:00,"4",6,75,10
"298",726,307,1,1899-12-30 13:01:00,"4",6,75,10
"299",727,308,2,1899-12-30 12:18:00,"4",20,125,10
"300",728,308,3,1899-12-30 12:35:00,"4",20,125,10
"301",729,308,1,1899-12-30 12:03:00,"4",20,125,10
"302",730,309,1,1899-12-30 10:43:00,"2",11,75,10
"303",731,309,2,1899-12-30 10:58:00,"2",11,75,10
"304",732,309,3,1899-12-30 11:13:00,"2",11,75,10
"305",733,310,3,1899-12-30 10:20:00,"2",36,200,10
"306",734,310,1,1899-12-30 09:50:00,"2",36,200,10
"307",735,310,2,1899-12-30 10:05:00,"2",36,200,10
"308",736,311,3,1899-12-30 07:23:00,"2",9,75,10
"309",737,311,1,1899-12-30 06:54:00,"2",9,75,10
"310",738,311,2,1899-12-30 07:09:00,"2",9,75,10
"311",739,312,1,1899-12-30 08:00:00,"2",13,75,10
"312",740,312,2,1899-12-30 08:15:00,"2",13,75,10
"313",741,312,3,1899-12-30 08:45:00,"2",13,75,10
"314",742,313,1,1899-12-30 06:00:00,"4",30,200,10
"315",743,313,2,1899-12-30 06:15:00,"4",30,200,10
"316",744,313,3,1899-12-30 06:26:00,"4",30,200,10
"317",745,314,2,1899-12-30 07:11:00,"4",25,150,10
"318",746,314,1,1899-12-30 06:57:00,"4",25,150,10
"319",747,315,3,1899-12-30 14:07:00,"2",35,225,10
"320",748,315,1,1899-12-30 13:40:00,"2",35,225,10
"321",749,315,2,1899-12-30 13:53:00,"2",35,225,10
"322",1,60,2,1899-12-30 07:40:00,"2",33,200,10
"323",2,60,3,1899-12-30 07:55:00,"2",33,200,10
"324",3,60,1,1899-12-30 07:21:00,"2",33,200,10
"325",4,61,1,1899-12-30 08:27:00,"2",8,50,10
"326",5,61,2,1899-12-30 08:44:00,"2",8,50,10
"327",6,61,3,1899-12-30 08:59:00,"2",8,50,10
"328",7,62,1,1899-12-30 09:20:00,"3",26,150,10
"329",8,62,2,1899-12-30 09:40:00,"3",26,150,10
"330",9,62,3,1899-12-30 09:55:00,"3",26,150,10
"331",10,63,1,1899-12-30 14:25:00,"4",36,150,10
"332",11,63,2,1899-12-30 14:40:00,"4",36,150,10
"333",12,63,3,1899-12-30 14:55:00,"4",36,150,10
"334",13,64,1,1899-12-30 15:25:00,"4",40,200,10
"335",14,64,2,1899-12-30 15:43:00,"1",40,200,10
"336",15,64,3,1899-12-30 15:58:00,"1",40,200,10
"337",16,65,1,1899-12-30 13:00:00,"4",30,150,10
"338",17,65,2,1899-12-30 13:18:00,"4",30,150,10
"339",18,65,3,1899-12-30 13:33:00,"4",30,150,10
"340",19,66,3,1899-12-30 11:05:00,"4",25,150,10
"341",20,66,2,1899-12-30 10:43:00,"4",25,150,10
"342",21,66,1,1899-12-30 10:25:00,"4",25,150,10
"343",22,67,2,1899-12-30 11:59:00,"4",25,150,10
"344",23,67,3,1899-12-30 12:17:00,"4",25,150,10
"345",24,67,1,1899-12-30 11:40:00,"4",25,150,10
"346",25,68,1,1899-12-30 15:50:00,"2",20,100,10
"347",26,68,2,1899-12-30 16:06:00,"2",20,100,10
"348",27,68,3,1899-12-30 16:20:00,"2",20,100,10
"349",28,69,3,1899-12-30 15:27:00,"2",30,150,10
"350",29,69,1,1899-12-30 14:55:00,"2",30,150,10
"351",30,69,2,1899-12-30 15:12:00,"2",30,150,10
"352",31,70,3,1899-12-30 14:28:00,"2",15,75,10
"353",32,70,1,1899-12-30 13:56:00,"2",15,75,10
"354",33,70,2,1899-12-30 14:13:00,"2",15,75,10
"355",34,71,1,1899-12-30 13:07:00,"4",42,200,10
"356",35,72,1,1899-12-30 11:45:00,"4",20,75,10
"357",36,72,2,1899-12-30 12:00:00,"4",20,75,10
"358",37,73,3,1899-12-30 11:18:00,"3",11,50,10
"359",38,73,1,1899-12-30 10:48:00,"3",11,50,10
"360",39,73,2,1899-12-30 11:03:00,"3",11,50,10
"361",40,74,3,1899-12-30 10:23:00,"2",36,150,10
"362",41,74,2,1899-12-30 10:05:00,"2",36,150,10
"363",42,74,1,1899-12-30 09:53:00,"2",36,150,10
"364",43,75,1,1899-12-30 07:50:00,"2",18,100,10
"365",44,75,2,1899-12-30 08:10:00,"2",18,100,10
"366",45,75,3,1899-12-30 08:25:00,"2",18,100,10
"367",46,76,1,1899-12-30 09:11:00,"2",32,150,10
"368",47,76,2,1899-12-30 09:28:00,"2",32,150,10
"369",48,76,3,1899-12-30 09:44:00,"2",32,150,10
"370",49,77,1,1899-12-30 12:17:00,"4",5,50,10
"371",50,77,2,1899-12-30 12:38:00,"4",5,50,10
"372",51,77,3,1899-12-30 12:51:00,"4",5,50,10
"373",52,78,1,1899-12-30 14:07:00,"4",30,150,10
"374",53,78,2,1899-12-30 14:22:00,"4",30,150,10
"375",54,78,3,1899-12-30 14:37:00,"4",30,150,10
"376",55,79,1,1899-12-30 13:17:00,"4",30,150,10
"377",56,79,2,1899-12-30 13:35:00,"4",30,150,10
"378",57,79,3,1899-12-30 13:46:00,"4",30,150,10
"379",58,80,2,1899-12-30 08:31:00,"2",20,100,10
"380",59,80,3,1899-12-30 08:47:00,"2",20,100,10
"381",60,80,1,1899-12-30 08:15:00,"2",20,100,10
"382",61,81,2,1899-12-30 11:42:00,"4",5,50,10
"383",62,81,3,1899-12-30 12:00:00,"4",5,50,10
"384",63,81,1,1899-12-30 11:20:00,"4",5,50,10
"385",64,82,1,1899-12-30 07:15:00,"2",42,200,10
"386",65,82,2,1899-12-30 07:34:00,"2",42,200,10
"387",66,82,3,1899-12-30 07:50:00,"2",42,200,10
"388",67,83,3,1899-12-30 14:05:00,"4",15,100,10
"389",68,83,1,1899-12-30 13:34:00,"4",15,100,10
"390",69,83,2,1899-12-30 13:50:00,"4",15,100,10
"391",70,84,3,1899-12-30 13:10:00,"4",35,150,10
"392",71,84,1,1899-12-30 12:40:00,"4",35,150,10
"393",72,84,2,1899-12-30 12:55:00,"4",35,150,10
"394",73,85,1,1899-12-30 07:32:00,"2",36,150,10
"395",74,85,2,1899-12-30 07:50:00,"2",36,150,10
"396",75,85,3,1899-12-30 08:10:00,"2",36,150,10
"397",76,86,1,1899-12-30 11:40:00,"4",6,50,10
"398",77,86,2,1899-12-30 11:55:00,"4",6,50,10
"399",78,86,3,1899-12-30 12:13:00,"4",6,50,10
"400",79,87,1,1899-12-30 10:45:00,"4",20,100,10
"401",80,87,3,1899-12-30 11:20:00,"4",20,100,5
"402",81,87,2,1899-12-30 11:00:00,"4",20,100,10
"403",82,88,1,1899-12-30 09:40:00,"2",26,125,10
"404",83,88,2,1899-12-30 09:55:00,"2",26,125,10
"405",84,88,3,1899-12-30 10:10:00,"2",26,125,10
"406",85,89,1,1899-12-30 08:40:00,"2",12,50,10
"407",86,89,2,1899-12-30 08:55:00,"2",12,50,10
"408",87,89,3,1899-12-30 09:10:00,"2",12,50,10
"409",88,90,1,1899-12-30 07:05:00,"2",12,50,10
"410",89,90,2,1899-12-30 07:20:00,"2",12,50,10
"411",90,90,3,1899-12-30 07:35:00,"2",12,50,10
"412",91,91,1,1899-12-30 08:00:00,"3",10,50,10
"413",92,91,2,1899-12-30 08:15:00,"3",10,50,10
"414",93,91,3,1899-12-30 08:30:00,"3",10,50,10
"415",94,92,1,1899-12-30 09:20:00,"2",30,150,10
"416",95,92,2,1899-12-30 09:35:00,"2",30,150,10
"417",96,92,3,1899-12-30 09:50:00,"2",30,150,10
"418",97,93,3,1899-12-30 10:50:00,"2",30,150,10
"419",98,93,2,1899-12-30 10:35:00,"2",30,150,10
"420",99,93,1,1899-12-30 10:20:00,"2",30,150,10
"421",100,94,2,1899-12-30 11:30:00,"4",20,100,10
"422",101,94,3,1899-12-30 11:45:00,"4",20,100,10
"423",102,94,1,1899-12-30 11:15:00,"4",20,100,10
"424",103,95,1,1899-12-30 13:00:00,"4",40,200,10
"425",104,95,2,1899-12-30 13:20:00,"4",40,200,10
"426",105,95,3,1899-12-30 13:35:00,"4",40,200,10
"427",106,96,3,1899-12-30 12:36:00,"4",9,50,10
"428",107,96,1,1899-12-30 12:05:00,"4",9,50,10
"429",108,96,2,1899-12-30 12:20:00,"4",9,50,10
"430",109,97,3,1899-12-30 06:54:00,"2",40,200,10
"431",110,97,1,1899-12-30 06:23:00,"2",40,200,10
"432",111,97,2,1899-12-30 06:37:00,"2",40,200,10
"433",112,98,1,1899-12-30 07:20:00,"2",8,50,10
"434",113,98,2,1899-12-30 07:35:00,"2",8,50,10
"435",114,98,3,1899-12-30 07:50:00,"2",8,50,10
"436",115,99,1,1899-12-30 08:15:00,"3",25,125,10
"437",116,99,2,1899-12-30 08:29:00,"3",25,125,10
"438",117,99,3,1899-12-30 08:42:00,"3",25,125,10
"439",118,100,1,1899-12-30 13:03:00,"1",35,150,10
"440",119,100,2,1899-12-30 13:12:00,"1",35,150,10
"441",120,100,3,1899-12-30 13:31:00,"1",35,150,10
"442",121,101,1,1899-12-30 13:57:00,"2",34,150,10
"443",122,101,2,1899-12-30 14:11:00,"2",34,150,10
"444",123,101,3,1899-12-30 14:26:00,"2",34,150,10
"445",124,102,1,1899-12-30 11:38:00,"4",32,150,10
"446",125,102,2,1899-12-30 12:14:00,"4",32,150,10
"447",126,102,3,1899-12-30 12:30:00,"4",32,150,10
"448",127,103,2,1899-12-30 13:55:00,"2",20,100,10
